Company_ID,Cluster_Profile,Industry,Employees,City,Primary_Challenge,Motivation_for_AI,Leadership_Alignment,AI_Strategy_Cohesion,Market_Hype_Impact,Responsibility_Ownership,AI_Budget_Allocation,Compliance_Feasibility,Use_Case_Prioritization,Business_Value_Tracking,Operational_Integration,Data_Collection_Breadth,Data_Quality_Management,Data_Accessibility,Cloud_Infrastructure,Tooling_BI_Adoption,API_Integration_Level,Project_Mgmt_Effectiveness,Deployment_Speed,Scaling_Capability,Workforce_AI_Skills,Leadership_AI_Familiarity,Training_Programs,Psychological_Safety,Internal_Innovation_Push,Change_Mgmt_Readiness,AI_Ethics_Awareness,Vendor_Partnership_Mgmt,Continuous_Model_Monitoring,Data_Security_Standards,Collaboration_IT_Business,Customer_Data_Usage,Employee_Data_Usage,Operational_Metrics_Usage,Automation_Degree,Future_AI_Investment
CMP-5019,2. The Curious Experimenter,Manufacturing,251-500,Cologne,Cost Reduction,2,2,1,2,2,3,1,2,3,2,4,2,1,1,3,2,2,3,2,2,3,2,3,3,2,1,2,2,2,2,2,2,2,1,1
CMP-9519,2. The Curious Experimenter,Logistics,51-250,Stuttgart,Cost Reduction,2,1,2,1,3,2,2,2,5,2,1,2,2,2,2,3,3,2,1,1,1,1,2,2,2,1,3,2,2,2,2,2,2,2,2
CMP-2570,2. The Curious Experimenter,Retail,251-500,Berlin,Document Processing,3,2,2,1,2,3,2,2,2,2,2,4,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,5,2,5,2,1,1,1
CMP-2635,2. The Curious Experimenter,Tech SME,251-500,Hamburg,Customer Service Efficiency,2,3,2,2,2,5,2,2,1,2,2,2,1,3,3,1,4,1,2,3,3,2,1,2,1,2,4,2,2,2,1,4,2,2,2
CMP-8369,2. The Curious Experimenter,Logistics,1-50,Berlin,Cost Reduction,1,3,3,1,2,2,1,2,2,1,3,2,2,2,2,2,2,2,3,2,2,2,3,2,2,1,2,2,3,2,2,2,5,2,2
CMP-4399,2. The Curious Experimenter,Tech SME,251-500,Hamburg,Document Processing,2,2,3,2,2,3,2,2,1,2,3,3,3,2,3,3,1,2,2,5,3,2,1,2,1,2,1,2,2,5,2,2,1,2,2
CMP-8373,2. The Curious Experimenter,Healthcare,1-50,Berlin,Search/Recommendations,1,1,1,2,1,3,1,2,2,2,2,2,1,2,2,2,2,2,3,1,2,3,2,2,2,2,3,2,5,2,2,3,2,1,3
CMP-3092,2. The Curious Experimenter,Healthcare,51-250,Frankfurt,Data Insights,2,2,2,4,3,2,3,1,1,3,1,2,2,2,2,5,2,2,3,1,1,2,2,3,2,2,2,2,3,5,2,2,3,2,3
CMP-4757,2. The Curious Experimenter,Manufacturing,51-250,Cologne,Data Insights,2,5,2,3,2,1,2,2,2,1,1,2,3,2,3,4,3,3,1,2,3,1,2,2,2,2,1,2,3,4,3,2,1,3,2
CMP-2611,2. The Curious Experimenter,Manufacturing,51-250,Berlin,Search/Recommendations,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,3,1,2,2,3,2,1,2,2,2,3,1,2,2
CMP-9113,2. The Curious Experimenter,Retail,1-50,Hamburg,Cost Reduction,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,1,2,1,1,2,3,3,2,2,2,2,2,2,2,2,2,2,2
CMP-6472,2. The Curious Experimenter,Manufacturing,251-500,Hamburg,Data Insights,1,3,2,2,2,2,3,2,3,2,2,2,2,2,2,2,2,2,3,2,3,2,3,2,2,1,5,2,2,1,2,2,2,2,2
CMP-7179,2. The Curious Experimenter,Healthcare,51-250,Munich,Cost Reduction,2,2,2,1,3,2,2,3,2,2,2,2,3,2,1,1,3,3,1,2,3,2,1,2,2,2,3,3,2,1,2,2,2,2,3
CMP-5462,2. The Curious Experimenter,Services,1-50,Munich,Search/Recommendations,4,2,5,2,2,1,3,2,2,2,1,1,2,5,2,2,3,2,2,2,2,3,2,2,1,2,3,1,3,2,2,3,2,1,3
CMP-3877,2. The Curious Experimenter,Logistics,251-500,Hamburg,Task Automation,2,2,4,2,2,1,1,1,2,2,3,1,3,2,3,1,1,2,2,2,2,2,1,2,3,2,2,2,1,2,2,2,5,3,2
CMP-5459,2. The Curious Experimenter,Logistics,251-500,Berlin,Data Insights,2,1,2,2,2,1,2,1,2,3,2,2,2,2,2,4,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1
CMP-4223,2. The Curious Experimenter,Manufacturing,251-500,Cologne,Search/Recommendations,2,2,3,2,1,2,2,2,1,2,2,3,2,2,2,2,2,2,2,4,2,1,2,3,2,2,3,2,2,1,1,3,3,3,2
CMP-6695,2. The Curious Experimenter,Services,251-500,Cologne,Customer Service Efficiency,2,2,2,2,1,3,2,2,2,2,2,2,3,1,3,1,2,2,2,2,1,2,5,2,2,2,2,3,2,3,2,2,2,2,1
CMP-8264,2. The Curious Experimenter,Manufacturing,1-50,Stuttgart,Customer Service Efficiency,2,2,5,2,2,2,2,1,2,1,2,2,2,1,3,3,3,2,2,2,2,1,2,2,2,1,2,3,2,2,5,2,2,3,1
CMP-1427,2. The Curious Experimenter,Logistics,51-250,Frankfurt,Data Insights,2,1,2,2,3,5,2,1,2,2,4,2,2,2,5,2,3,5,3,3,2,1,1,3,2,2,3,3,3,2,3,1,2,2,1
CMP-1286,2. The Curious Experimenter,Healthcare,251-500,Frankfurt,Document Processing,2,2,2,2,3,2,1,5,1,1,2,1,1,1,3,2,1,2,2,3,3,2,2,2,2,2,2,2,2,2,3,1,3,2,2
CMP-3498,2. The Curious Experimenter,Tech SME,251-500,Hamburg,Data Insights,2,1,1,2,2,3,2,2,3,1,2,2,2,2,2,2,2,2,5,2,2,3,2,3,2,2,2,3,4,2,2,1,3,2,3
CMP-7251,2. The Curious Experimenter,Services,1-50,Stuttgart,Search/Recommendations,3,2,2,2,1,2,3,3,2,2,1,2,1,1,2,1,2,2,2,3,2,1,2,2,4,1,2,3,2,3,1,1,4,2,3
CMP-4250,2. The Curious Experimenter,Tech SME,1-50,Frankfurt,Document Processing,2,1,3,2,2,1,3,2,3,2,3,2,1,2,4,2,2,1,2,2,3,3,3,2,1,2,2,2,1,2,2,4,3,2,2
CMP-4918,2. The Curious Experimenter,Services,251-500,Munich,Document Processing,2,3,1,1,2,2,2,1,3,3,1,2,2,3,1,2,2,1,2,2,5,3,1,3,3,5,2,2,2,2,2,2,2,2,3
CMP-1860,2. The Curious Experimenter,Healthcare,251-500,Berlin,Data Insights,3,2,2,2,1,3,2,2,1,2,2,2,3,2,1,2,1,2,2,1,3,2,3,2,4,5,4,2,3,2,3,2,2,5,2
CMP-1420,2. The Curious Experimenter,Services,51-250,Cologne,Search/Recommendations,2,2,2,1,2,2,2,2,3,2,2,2,2,2,2,1,3,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,3,2,2
CMP-3429,2. The Curious Experimenter,Services,51-250,Cologne,Cost Reduction,2,2,2,4,3,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,3,4,3,2,2,2,1,2,5,3,2,2,3,2,3
CMP-5078,2. The Curious Experimenter,Finance,251-500,Hamburg,Cost Reduction,1,2,3,2,2,3,2,2,2,5,2,3,2,2,3,1,2,3,2,2,2,2,3,3,2,2,2,2,2,2,3,3,2,3,2
CMP-3983,2. The Curious Experimenter,Healthcare,51-250,Stuttgart,Search/Recommendations,1,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,1,1,2,4,2,2,2,1,4,2,2,2,2,2,3,3,2
CMP-5955,2. The Curious Experimenter,Logistics,251-500,Berlin,Search/Recommendations,2,2,3,2,1,2,4,2,2,2,2,2,2,2,2,2,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3
CMP-5412,2. The Curious Experimenter,Healthcare,251-500,Hamburg,Task Automation,2,1,2,2,2,2,2,2,2,3,2,1,1,1,2,2,2,1,2,2,2,3,1,2,1,2,3,2,2,2,2,2,2,2,5
CMP-7065,2. The Curious Experimenter,Tech SME,1-50,Berlin,Search/Recommendations,2,3,2,2,2,1,2,1,2,3,2,2,2,2,2,2,2,4,2,2,3,2,4,2,2,3,2,2,3,2,2,2,3,2,3
CMP-8324,2. The Curious Experimenter,Retail,1-50,Frankfurt,Data Insights,2,3,1,2,1,2,3,1,2,3,3,1,2,2,3,2,2,1,2,3,2,5,4,1,2,2,2,5,3,2,3,2,1,2,2
CMP-6164,2. The Curious Experimenter,Healthcare,1-50,Berlin,Search/Recommendations,1,2,1,2,1,2,2,2,2,2,2,1,3,4,2,2,1,1,2,2,2,2,3,2,1,4,2,2,3,5,2,2,2,1,2
CMP-2576,2. The Curious Experimenter,Manufacturing,1-50,Berlin,Customer Service Efficiency,2,2,2,3,3,2,2,3,1,2,3,2,3,1,4,3,3,2,2,2,2,1,2,2,1,2,4,2,1,2,2,2,1,2,2
CMP-5671,2. The Curious Experimenter,Tech SME,251-500,Munich,Task Automation,1,2,2,2,3,1,2,2,2,2,3,1,2,3,1,3,2,2,3,2,2,5,2,2,2,2,5,2,2,4,1,2,2,2,3
CMP-8546,2. The Curious Experimenter,Healthcare,251-500,Frankfurt,Task Automation,2,1,2,2,2,2,2,2,3,2,2,3,2,2,1,1,1,2,5,2,2,2,1,1,2,3,1,3,2,2,1,2,2,2,1
CMP-6374,2. The Curious Experimenter,Services,1-50,Stuttgart,Search/Recommendations,2,1,3,2,2,2,2,3,5,1,2,1,3,2,1,2,1,2,2,1,2,2,2,2,2,3,3,1,2,2,2,5,3,3,2
CMP-1530,2. The Curious Experimenter,Tech SME,51-250,Frankfurt,Search/Recommendations,3,1,2,3,2,5,3,2,1,3,2,1,2,2,2,2,3,2,2,2,1,1,2,2,3,2,2,3,3,2,2,1,2,4,2
CMP-8295,2. The Curious Experimenter,Manufacturing,1-50,Stuttgart,Task Automation,2,2,5,3,1,2,2,1,2,1,3,2,1,2,1,3,2,2,1,2,1,2,2,3,3,1,2,2,2,1,1,2,2,1,2
CMP-9692,2. The Curious Experimenter,Healthcare,251-500,Stuttgart,Task Automation,2,2,2,2,2,1,1,2,2,2,3,2,2,1,5,2,2,1,2,1,3,3,2,3,2,1,2,2,2,2,2,2,3,2,2
CMP-3113,2. The Curious Experimenter,Healthcare,1-50,Berlin,Document Processing,2,2,2,2,2,1,2,1,2,2,2,2,2,3,3,1,2,2,2,1,2,2,2,3,2,2,1,2,2,3,1,2,2,2,2
CMP-6327,2. The Curious Experimenter,Services,251-500,Stuttgart,Data Insights,1,2,1,2,2,2,3,1,2,2,2,2,1,1,1,5,3,1,2,2,3,2,3,2,2,2,2,2,3,2,2,3,2,2,2
CMP-1645,2. The Curious Experimenter,Healthcare,1-50,Frankfurt,Task Automation,2,3,2,2,3,2,3,2,2,2,5,2,2,3,2,2,1,3,2,1,2,3,3,1,1,2,2,2,2,2,2,1,3,2,3
CMP-5800,2. The Curious Experimenter,Finance,251-500,Stuttgart,Cost Reduction,2,2,2,2,3,1,2,2,5,2,2,4,2,2,2,1,1,2,1,2,2,3,2,1,2,1,2,2,2,1,2,1,2,2,2
CMP-1440,2. The Curious Experimenter,Tech SME,1-50,Hamburg,Cost Reduction,3,2,2,3,2,2,2,2,2,1,2,3,2,2,1,2,2,2,3,2,3,1,2,2,3,1,2,2,2,2,2,3,2,3,2
CMP-3346,2. The Curious Experimenter,Tech SME,51-250,Stuttgart,Task Automation,1,2,1,3,4,5,2,3,1,2,1,3,2,1,2,2,2,1,1,2,2,1,1,1,2,5,1,1,2,2,2,2,1,2,2
CMP-9106,2. The Curious Experimenter,Tech SME,251-500,Stuttgart,Data Insights,2,2,2,1,1,2,2,2,2,1,2,1,1,3,3,2,2,5,2,2,2,2,2,2,1,5,2,1,2,4,1,2,2,2,2
CMP-7473,2. The Curious Experimenter,Services,51-250,Frankfurt,Document Processing,2,1,2,2,3,3,3,2,2,2,2,2,2,2,2,2,1,2,2,3,2,2,1,2,3,2,2,2,2,3,2,1,1,1,3
CMP-2078,2. The Curious Experimenter,Logistics,251-500,Hamburg,Customer Service Efficiency,1,4,2,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,3,1,2,2,1,2,1,1,1,1,2,1,2,2,2,2,2
CMP-4476,2. The Curious Experimenter,Manufacturing,1-50,Hamburg,Cost Reduction,2,2,3,2,3,3,5,2,2,2,2,1,2,3,3,3,2,3,1,2,2,3,2,2,2,1,3,3,2,3,2,2,2,2,2
CMP-3149,2. The Curious Experimenter,Healthcare,51-250,Cologne,Task Automation,3,2,2,2,2,3,2,2,1,2,2,2,1,2,3,1,2,2,2,2,1,2,3,2,3,2,2,3,2,3,3,2,2,3,2
CMP-3772,2. The Curious Experimenter,Tech SME,251-500,Cologne,Customer Service Efficiency,1,2,1,2,3,2,2,2,1,1,2,2,2,3,2,1,2,2,2,3,2,3,2,3,2,2,5,1,2,2,3,1,3,1,2
CMP-7453,2. The Curious Experimenter,Retail,1-50,Munich,Document Processing,2,1,2,1,1,2,2,2,4,1,2,5,3,1,1,1,3,3,1,2,2,2,3,3,3,1,4,2,3,3,2,2,2,2,1
CMP-6368,2. The Curious Experimenter,Logistics,251-500,Berlin,Data Insights,2,2,2,2,3,2,4,1,2,1,2,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,4,2,3,1,4,2,3
CMP-2719,2. The Curious Experimenter,Logistics,51-250,Cologne,Cost Reduction,2,2,2,2,5,2,2,2,2,2,2,3,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,3,3,2,2,1,1,2
CMP-2025,2. The Curious Experimenter,Finance,1-50,Munich,Cost Reduction,1,2,3,2,2,3,1,1,3,2,1,2,3,2,2,2,1,2,2,2,2,1,1,2,2,2,2,3,2,3,2,3,2,1,2
CMP-1926,2. The Curious Experimenter,Logistics,1-50,Berlin,Cost Reduction,3,1,2,1,2,5,2,2,1,2,2,1,3,2,2,2,1,3,2,2,1,2,1,3,3,3,2,2,2,2,3,2,2,3,1
CMP-7370,2. The Curious Experimenter,Tech SME,251-500,Hamburg,Cost Reduction,2,3,3,2,2,3,2,2,5,2,3,1,2,3,3,2,2,1,3,3,2,2,2,2,3,1,1,1,3,2,2,2,1,1,3
CMP-4163,3. The Structured Builder,Services,1-50,Hamburg,Document Processing,5,3,3,2,3,3,4,3,3,5,2,5,2,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4
CMP-6695,3. The Structured Builder,Retail,1-50,Cologne,Search/Recommendations,3,4,2,4,3,3,4,3,1,3,3,4,2,2,4,5,4,3,2,3,4,3,2,3,3,2,4,3,4,3,3,3,3,3,1
CMP-9016,3. The Structured Builder,Logistics,51-250,Stuttgart,Task Automation,3,3,3,3,3,3,3,3,3,4,2,3,3,2,3,3,5,3,3,2,4,3,3,4,3,3,4,2,1,3,3,4,3,3,2
CMP-7558,3. The Structured Builder,Services,51-250,Frankfurt,Data Insights,3,3,1,4,3,4,3,5,3,3,3,2,2,2,3,4,4,3,3,2,3,3,3,3,3,5,4,3,4,3,3,3,3,3,3
CMP-7885,3. The Structured Builder,Services,51-250,Stuttgart,Search/Recommendations,4,3,3,5,2,3,3,4,4,3,3,3,2,5,3,2,3,2,4,3,3,2,4,3,3,3,2,4,2,4,3,3,3,3,3
CMP-4769,3. The Structured Builder,Services,251-500,Hamburg,Cost Reduction,3,3,3,3,3,2,3,3,3,4,2,3,1,3,3,3,4,1,5,3,3,3,2,5,4,3,3,3,3,3,3,3,3,3,3
CMP-3455,3. The Structured Builder,Tech SME,1-50,Berlin,Document Processing,3,3,3,3,4,3,3,3,1,2,3,3,2,3,3,3,3,3,2,3,3,2,3,3,2,2,2,2,3,4,3,3,3,3,3
CMP-9917,3. The Structured Builder,Logistics,251-500,Frankfurt,Search/Recommendations,4,3,2,3,3,2,3,3,5,3,3,4,4,4,3,3,4,3,3,3,4,3,3,4,5,2,3,3,3,2,3,3,3,3,3
CMP-4363,3. The Structured Builder,Finance,251-500,Berlin,Cost Reduction,3,2,4,3,2,4,3,4,4,3,2,4,3,3,5,1,3,3,1,3,4,4,3,3,3,3,3,3,4,3,4,3,3,3,4
CMP-7735,3. The Structured Builder,Tech SME,251-500,Frankfurt,Document Processing,3,4,3,4,3,5,4,4,4,3,3,3,3,4,3,1,3,3,3,3,2,3,2,3,3,2,3,2,3,3,3,3,1,3,3
CMP-7625,3. The Structured Builder,Manufacturing,1-50,Cologne,Customer Service Efficiency,3,4,1,4,3,3,2,3,4,3,3,2,2,4,3,3,4,2,3,3,4,3,1,2,5,3,4,3,3,3,5,3,3,2,4
CMP-2285,3. The Structured Builder,Manufacturing,251-500,Munich,Document Processing,3,3,3,3,3,3,4,3,4,3,3,2,3,4,4,3,4,4,3,4,2,3,3,3,3,3,3,3,2,4,4,4,3,3,3
CMP-2541,3. The Structured Builder,Manufacturing,1-50,Cologne,Search/Recommendations,3,3,3,3,2,3,5,3,4,3,3,3,2,2,3,4,3,4,2,2,3,3,3,3,3,2,3,3,4,3,3,3,2,4,4
CMP-2014,3. The Structured Builder,Finance,1-50,Berlin,Document Processing,2,3,3,5,2,3,3,4,3,3,5,3,3,3,3,3,4,3,4,3,2,3,3,3,2,3,4,3,3,2,3,3,4,3,3
CMP-2836,3. The Structured Builder,Tech SME,51-250,Cologne,Customer Service Efficiency,3,3,4,4,4,3,2,3,3,3,3,3,3,2,4,2,4,2,3,3,5,4,3,3,4,3,2,3,3,4,3,3,5,3,3
CMP-3186,3. The Structured Builder,Logistics,51-250,Cologne,Data Insights,3,4,4,3,2,3,3,2,3,3,4,3,2,3,3,3,2,3,2,3,3,4,4,2,2,3,4,1,3,3,3,3,2,3,3
CMP-3818,3. The Structured Builder,Manufacturing,51-250,Frankfurt,Task Automation,3,3,3,3,3,3,4,3,3,3,2,2,3,4,3,3,3,3,3,4,3,3,2,3,4,3,3,3,4,3,3,2,3,2,3
CMP-6284,3. The Structured Builder,Services,51-250,Munich,Data Insights,3,3,3,4,2,3,2,1,2,5,3,4,4,2,3,5,4,3,2,3,2,2,3,2,4,3,3,3,3,5,3,3,4,2,3
CMP-2589,3. The Structured Builder,Finance,51-250,Berlin,Task Automation,3,1,3,4,2,3,2,3,3,2,4,1,3,4,3,5,3,3,3,4,3,3,4,3,3,3,4,3,3,4,1,3,3,3,2
CMP-4289,3. The Structured Builder,Tech SME,1-50,Stuttgart,Search/Recommendations,3,3,3,2,2,3,3,2,3,3,4,3,3,4,3,4,3,3,2,4,3,3,3,3,3,3,3,3,3,3,5,4,2,2,3
CMP-7368,3. The Structured Builder,Tech SME,251-500,Cologne,Cost Reduction,3,3,3,3,3,3,2,3,3,4,4,2,3,4,4,3,3,3,2,4,3,3,2,2,3,3,3,3,3,3,4,2,3,2,3
CMP-2789,3. The Structured Builder,Services,1-50,Stuttgart,Data Insights,2,3,2,3,3,3,2,3,3,3,3,2,3,2,4,4,4,4,3,2,2,3,3,4,3,2,2,2,3,2,3,3,4,3,3
CMP-2592,3. The Structured Builder,Healthcare,51-250,Frankfurt,Search/Recommendations,2,1,4,2,3,4,3,2,3,3,3,3,3,4,3,2,5,4,4,2,3,3,3,3,4,2,4,4,3,3,3,3,3,3,4
CMP-7372,3. The Structured Builder,Logistics,251-500,Stuttgart,Task Automation,3,3,4,2,3,3,3,3,3,3,5,5,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,2,3,2,3,2,2
CMP-5530,3. The Structured Builder,Manufacturing,51-250,Stuttgart,Customer Service Efficiency,3,2,3,3,3,3,3,3,3,2,2,3,4,2,3,3,3,3,4,3,3,2,1,2,3,3,3,3,3,3,3,3,3,3,3
CMP-5411,3. The Structured Builder,Services,51-250,Stuttgart,Cost Reduction,3,3,4,2,2,3,4,2,2,4,1,3,2,3,4,5,3,3,3,4,4,3,2,4,3,2,3,2,2,3,3,3,3,2,3
CMP-1318,3. The Structured Builder,Tech SME,251-500,Hamburg,Document Processing,3,3,3,3,3,3,4,3,5,3,3,4,4,3,3,3,4,2,4,4,3,3,3,3,2,1,4,5,3,3,3,4,2,3,3
CMP-6548,3. The Structured Builder,Retail,1-50,Hamburg,Search/Recommendations,3,3,3,3,3,3,3,3,3,4,3,3,1,2,3,3,5,3,3,3,2,3,5,3,3,3,3,3,3,2,2,2,3,4,3
CMP-5112,3. The Structured Builder,Manufacturing,251-500,Frankfurt,Data Insights,2,2,4,2,3,2,3,2,4,5,2,4,2,3,3,4,3,2,4,3,3,4,3,3,3,3,3,3,4,3,2,2,3,3,4
CMP-2508,3. The Structured Builder,Services,251-500,Berlin,Data Insights,5,3,3,3,3,4,3,3,3,3,3,2,3,2,4,4,4,2,3,3,3,3,3,2,3,4,3,3,1,3,1,3,2,3,3
CMP-1317,3. The Structured Builder,Manufacturing,51-250,Stuttgart,Search/Recommendations,3,2,3,1,3,3,2,3,3,3,4,3,4,3,3,4,2,3,3,3,3,3,1,4,3,3,3,3,3,3,3,2,3,3,3
CMP-2675,3. The Structured Builder,Healthcare,51-250,Hamburg,Cost Reduction,3,4,3,4,3,3,4,3,3,4,5,3,4,3,2,4,3,3,3,1,3,3,4,5,3,4,4,3,3,3,1,1,2,3,3
CMP-4278,3. The Structured Builder,Finance,51-250,Berlin,Document Processing,3,3,4,2,3,3,2,1,3,3,4,1,3,3,3,2,3,2,3,4,3,3,3,4,4,3,3,4,3,2,2,2,1,3,3
CMP-6392,3. The Structured Builder,Finance,51-250,Berlin,Cost Reduction,3,2,3,3,3,3,3,2,4,2,3,3,3,4,2,4,4,4,5,3,3,2,2,4,4,3,2,3,3,4,3,3,3,3,3
CMP-8103,3. The Structured Builder,Retail,251-500,Munich,Data Insights,3,3,3,2,3,4,3,3,3,2,2,2,3,3,5,3,5,4,3,3,3,4,4,5,3,3,5,2,2,2,3,3,2,3,3
CMP-5146,3. The Structured Builder,Healthcare,51-250,Cologne,Customer Service Efficiency,2,3,2,2,4,2,3,4,3,2,3,3,3,3,3,3,2,4,1,3,3,3,3,3,1,4,3,3,3,3,2,3,1,4,3
CMP-8456,3. The Structured Builder,Healthcare,251-500,Berlin,Cost Reduction,3,2,1,3,4,3,3,3,5,3,3,1,3,3,3,3,3,3,2,3,4,3,3,3,3,3,2,4,3,3,3,4,3,3,4
CMP-7937,3. The Structured Builder,Services,51-250,Frankfurt,Data Insights,3,4,4,3,4,2,3,4,3,3,3,3,3,3,4,4,3,2,2,2,3,3,3,2,3,4,2,4,3,2,3,4,3,3,3
CMP-2037,3. The Structured Builder,Manufacturing,251-500,Cologne,Cost Reduction,3,4,3,5,3,4,3,1,3,2,3,1,3,3,4,3,3,3,4,3,2,3,3,3,1,2,3,4,2,2,3,3,3,3,4
CMP-6999,3. The Structured Builder,Finance,51-250,Munich,Customer Service Efficiency,4,3,2,2,3,3,4,3,1,3,4,2,3,2,2,3,3,3,3,1,2,4,3,2,3,3,3,3,2,3,4,3,3,3,3
CMP-6049,3. The Structured Builder,Services,1-50,Munich,Data Insights,3,4,4,4,2,3,4,3,3,3,2,3,2,3,3,2,3,3,3,2,4,3,4,3,3,3,3,4,3,3,5,3,3,1,3
CMP-9545,3. The Structured Builder,Tech SME,1-50,Munich,Cost Reduction,2,4,2,2,3,3,1,3,4,3,3,3,3,2,2,2,3,4,2,3,2,3,4,3,3,3,4,3,4,4,2,3,4,4,3
CMP-1312,3. The Structured Builder,Healthcare,1-50,Cologne,Customer Service Efficiency,3,3,3,3,3,2,4,3,3,3,4,3,4,4,2,2,3,4,4,3,3,4,3,3,3,2,3,1,2,2,4,5,3,3,3
CMP-5448,3. The Structured Builder,Tech SME,251-500,Hamburg,Data Insights,3,3,3,4,3,3,2,3,3,3,3,2,3,3,4,2,3,2,2,3,4,3,3,3,2,3,2,1,3,3,2,3,3,1,3
CMP-2333,3. The Structured Builder,Tech SME,251-500,Berlin,Document Processing,3,2,2,4,2,4,2,3,2,3,3,4,3,2,3,3,3,4,4,3,3,2,3,3,3,2,3,3,3,4,5,3,2,3,2
CMP-2378,3. The Structured Builder,Healthcare,251-500,Frankfurt,Task Automation,3,3,3,2,3,3,3,5,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,4,5,4,4,3,3,4,4,2,3,3,3
CMP-9707,3. The Structured Builder,Manufacturing,51-250,Cologne,Document Processing,3,3,4,3,4,3,2,3,2,3,3,3,2,3,2,4,4,2,4,3,3,3,4,3,2,3,2,3,3,3,4,3,3,3,3
CMP-4860,3. The Structured Builder,Finance,1-50,Cologne,Data Insights,3,4,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,3,1,4,3,1,2,3,2,2,3,3,2,3,3,2,2,1,1
CMP-3127,3. The Structured Builder,Logistics,1-50,Cologne,Data Insights,4,3,2,3,2,3,3,2,3,3,3,3,4,2,3,4,3,4,3,3,3,3,2,3,3,3,2,3,2,3,3,2,3,4,3
CMP-6852,3. The Structured Builder,Finance,251-500,Munich,Customer Service Efficiency,2,1,3,4,3,2,2,1,1,4,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,4,3,2,4,3,3,3,3,3,4
CMP-9285,3. The Structured Builder,Services,1-50,Berlin,Search/Recommendations,3,5,3,3,3,3,3,3,3,4,4,4,1,3,3,3,3,3,3,4,1,2,3,2,5,3,3,4,3,3,5,4,3,3,2
CMP-7387,3. The Structured Builder,Healthcare,251-500,Cologne,Data Insights,1,4,4,3,3,3,4,3,3,2,2,2,3,3,3,3,3,4,3,2,2,4,3,1,2,4,3,4,5,3,3,2,3,3,3
CMP-1861,3. The Structured Builder,Healthcare,1-50,Stuttgart,Customer Service Efficiency,3,3,3,4,3,3,1,2,4,3,3,4,1,3,3,3,3,3,3,5,3,3,4,3,3,3,1,2,5,3,3,2,4,5,2
CMP-4828,3. The Structured Builder,Retail,51-250,Frankfurt,Document Processing,1,3,3,4,4,3,3,3,3,3,3,3,2,4,3,2,2,3,4,3,4,4,3,3,3,3,5,3,3,2,3,3,2,3,2
CMP-2377,3. The Structured Builder,Logistics,251-500,Cologne,Search/Recommendations,4,3,3,2,2,3,3,3,3,3,3,3,4,4,3,2,3,3,3,2,3,2,3,3,3,2,3,4,3,4,3,3,3,2,3
CMP-5374,3. The Structured Builder,Tech SME,51-250,Frankfurt,Data Insights,4,3,3,3,1,5,3,3,2,3,3,3,3,2,3,3,5,2,3,2,3,4,4,4,3,2,4,3,4,3,3,3,4,1,1
CMP-1786,3. The Structured Builder,Services,251-500,Berlin,Document Processing,3,5,2,3,2,2,5,3,3,5,3,4,3,2,4,4,3,4,4,3,2,2,3,2,3,3,4,4,1,2,3,4,3,3,3
CMP-2330,3. The Structured Builder,Logistics,51-250,Berlin,Task Automation,3,3,3,2,3,4,4,3,3,3,3,3,3,4,3,3,3,4,3,4,3,5,3,3,3,3,3,3,3,3,4,3,4,3,4
CMP-6079,3. The Structured Builder,Manufacturing,251-500,Munich,Customer Service Efficiency,3,3,3,3,5,3,3,3,4,3,3,5,3,3,3,1,3,3,3,4,3,3,3,3,4,3,2,4,3,3,3,3,3,3,4
CMP-5989,3. The Structured Builder,Healthcare,251-500,Munich,Search/Recommendations,2,4,3,3,3,2,3,2,3,2,2,4,1,3,5,3,2,3,5,2,3,2,3,3,3,3,3,3,3,3,3,3,3,4,3
CMP-4770,3. The Structured Builder,Tech SME,51-250,Berlin,Task Automation,4,2,3,3,3,3,3,4,5,3,3,2,4,3,3,3,4,4,3,3,3,3,3,2,2,2,2,3,4,3,2,2,3,3,3
CMP-3455,3. The Structured Builder,Services,251-500,Stuttgart,Cost Reduction,3,3,3,3,2,3,3,5,4,4,4,3,3,4,3,3,3,3,4,3,5,3,3,2,3,3,3,3,3,4,3,4,3,2,2
