Company_ID,Company_Name*,Industry*,Website,Employee_Count,City,Cluster_Profile,How is AI prioritized in management meetings?,Does a documented AI strategy or roadmap exist?,How is AI funding and investment handled?,What is your goal regarding AI vs. competitors?,How do employees generally react to the topic of AI?,"To what extent are AI capabilities and technical literacy established across your workforce? E.g. expertise in machine learning and NLP, as well as general AI literacy for non-technical staff.",How often do employees receive AI training?,"Is it ""okay"" to fail with an AI pilot project?",What types of business data do you actively collect? (Select all that apply),Do you currently use any of these technologies? (Select all that apply),"Describe the ""cleanliness"" of your business data.",How comfortable is your team with data insights?,How rigorously does your organization validate the technical and regulatory feasibility of an AI use case before committing resources?,How many AI use cases are currently active?,Do you measure the financial impact of AI projects?,To what extent does AI address concrete bottlenecks in your core business operations rather than experimental topics?,Are core processes documented and repeatable?,"How structured is your approach to planning, implementing, and delivering AI-related projects?",How long to implement a new digital tool?,Is there a defined path to move AI idea to production?,"Do you have an internal ""AI Code of Conduct""?",How strictly is data handled according to the EU AI Act?,Who is responsible for AI outcomes and errors?,What disclosure requirements exist for external partners?,To what extent do you use Cloud infrastructure?,What types of AI development tools are currently available in your organization? (Select all that apply),How easily can you scale new software company-wide?,Why are you doing this AI assessment?,Which business challenge is your top priority? (Select all that apply),How is AI influencing your organization’s strategy?,Who is the primary driver of AI within your organization? (Select all that apply),Are you in charge of AI initiatives?,Which option best describes your position and decision authority? (Select all that apply)
1304,Iron Logistics,Hospitality,www.iron-logistics.de,1-50,Frankfurt,2. The Curious Experimenter,Rare mention in meetings,None / No plan,Case-by-case funding,Avoidance / Refusal,Skeptical / Passive,"Unaware / Non-Existent - We lack clarity on our current AI proficiency, and there are no identifiable AI skills or initiatives within the workforce.",Occasional webinars,Blame culture,"Limited data collection (Exclusive option), Website/app usage analytics","CRM systems (Salesforce, HubSpot, etc.)",Basic digital records,Comfortable with KPIs,Minimal / Unsure – We do not have a formal feasibility check; projects are often started based on excitement or intuition without verifying data or compliance requirements first.,Theory / Brainstorm,Cost tracking only,"Some AI use cases touch core processes, but they are not focused on the most critical constraints.",Rough checklists,"Individual Initiative – Project delivery depends on the effort of specific individuals; while some projects succeed, we lack a repeatable ""playbook"" for the whole team.",3 - 6 Months,Case-by-case choice,In progress / Draft,Privacy-by-design,Vague / individual assignments,Medium,Modernized On-Prem,Custom AI or machine learning development tools,Labor intensive,External Pressure – We are responding to external hype or competitor moves without a clear internal goal.,"Streamlining document processing, Better data analysis and insights",No Impact – We have not assessed AI trends and have no documented strategy regarding them.,"Digital Transformation / Innovation Team, Individual Employees / Early Adopters",Yes,"Executive / C-level, Senior Management"
1125,Peak AG,Healthcare,www.peak-ag.de,500+,Düsseldorf,2. The Curious Experimenter,Rare mention in meetings,Rough ideas shared,Case-by-case funding,Late adopter,Fear / Resistance,"Foundational Competency - Core team members possess foundational AI skills, and structured upskilling programs are underway to prepare the broader workforce.",Occasional webinars,Blame culture,"Employee/HR data, Customer interactions (emails, chats, calls)","CRM systems (Salesforce, HubSpot, etc.), None of the above (Exclusive option)",High-quality/Auto-sync,Struggling / No skill,Minimal / Unsure – We do not have a formal feasibility check; projects are often started based on excitement or intuition without verifying data or compliance requirements first.,Not started,Cost tracking only,AI initiatives are mostly exploratory and disconnected from core business bottlenecks.,Rough checklists,"High-Velocity Delivery – Our implementation engine is highly efficient; we can rapidly move from a ""Proof of Concept"" to a live tool with minimal friction and clear ROI tracking.",3 - 6 Months,Case-by-case choice,In progress / Draft,Minimal compliance,Vague / individual assignments,Unknown,Cloud-first approach,Not sure,Labor intensive,External Pressure – We are responding to external hype or competitor moves without a clear internal goal.,Streamlining document processing,Innovative – We leverage AI to redefine our business model and set industry standards.,Operations & Supply Chain,Sometimes,"Business Analyst / Strategy / Innovation role, Senior Management"
972,Quantum GmbH,Construction,www.quantum-gmbh.de,51-250,Cologne,2. The Curious Experimenter,Not a topic / Ignored,Rough ideas shared,Case-by-case funding,Fast Follower,Neutral / Cautious,"Strategic Expert Leadership - AI expertise is a core competency company-wide; internal specialists lead R&D, mentor staff, and drive industry-leading innovation.",Occasional webinars,Learning from errors,"Employee/HR data, Product data, Sales and transaction data","Internal (on-premise) servers, E-commerce platforms (Shopify, WooCommerce, etc.), Business intelligence tools (Tableau, Power BI, etc.)",Messy / Siloed,Basic tool awareness,"Structured Validation – We use a clear ""Go/No-Go"" process for every use case that validates data readiness, process alignment, and regulatory compliance before any budget is released.",Theory / Brainstorm,Qualitative impact,"Some AI use cases touch core processes, but they are not focused on the most critical constraints.",Rough checklists,"Basic Standardization – We use a consistent workflow (e.g., simple task tracking or weekly sprints) that allows us to manage AI projects with predictable timelines.",7 - 12 Months,Case-by-case choice,Implemented policy,Minimal compliance,Vague / individual assignments,High Disclosure,Modernized On-Prem,"Cloud-based AI services (e.g., managed AI/ML platforms)",Instant/Auto-scaling,Resource Optimization – We want to identify where AI can reduce costs or automate repetitive manual tasks.,"Improving customer service efficiency, Better data analysis and insights",Innovative – We leverage AI to redefine our business model and set industry standards.,"Individual Employees / Early Adopters, Sales & Marketing, Digital Transformation / Innovation Team",Sometimes,"Executive / C-level, Senior Management, Operational Staff / Domain Expert"
89,Blue Harbor Logistics,Hospitality,www.blue-harbor-logistics.de,51-250,Berlin,2. The Curious Experimenter,Regular agenda item,None / No plan,Ad-hoc project funds,Fast Follower,Skeptical / Passive,"Unaware / Non-Existent - We lack clarity on our current AI proficiency, and there are no identifiable AI skills or initiatives within the workforce.",Occasional webinars,Blame culture,"Limited data collection (Exclusive option), Sales and transaction data","ERP System, None of the above (Exclusive option), Business intelligence tools (Tableau, Power BI, etc.)",Partially cleaned,Basic tool awareness,"Reactive Assessment – We perform basic checks only after a project has started, often leading to delays or ""stuck"" projects when data or legal issues unexpectedly emerge.",Theory / Brainstorm,Cost tracking only,AI is a strategic lever to remove or redefine core business bottlenecks and shapes how the business competes.,Partially documented,"Basic Standardization – We use a consistent workflow (e.g., simple task tracking or weekly sprints) that allows us to manage AI projects with predictable timelines.",7 - 12 Months,Theoretical idea,In progress / Draft,Minimal compliance,No one responsible,Minimal,Modernized On-Prem,"Custom AI or machine learning development tools, No AI development tools are currently available (Exclusive option)",Manual/Painful,Resource Optimization – We want to identify where AI can reduce costs or automate repetitive manual tasks.,"Streamlining document processing, Personalizing customer experiences, Other",No Impact – We have not assessed AI trends and have no documented strategy regarding them.,"External Partners / Consultants, Data Science / Analytics Specialists",No,Product / Process Owner
549,Vantage Digital,Healthcare,www.vantage-digital.de,51-250,Düsseldorf,2. The Curious Experimenter,Rare mention in meetings,Rough ideas shared,Case-by-case funding,Late adopter,Skeptical / Passive,"Foundational Competency - Core team members possess foundational AI skills, and structured upskilling programs are underway to prepare the broader workforce.",Occasional webinars,Blame culture,Product data,"ERP System, CRM systems (Salesforce, HubSpot, etc.)",Basic digital records,Comfortable with KPIs,"Reactive Assessment – We perform basic checks only after a project has started, often leading to delays or ""stuck"" projects when data or legal issues unexpectedly emerge.",Theory / Brainstorm,Cost tracking only,"Some AI use cases touch core processes, but they are not focused on the most critical constraints.",Rough checklists,Undefined / Ad-hoc – We do not have a set process for AI projects; tasks are handled as they arise without formal planning or clear ownership.,7 - 12 Months,No plan,In progress / Draft,Basic GDPR active,No one responsible,Minimal,Modernized On-Prem,"No AI development tools are currently available (Exclusive option), Custom AI or machine learning development tools",Labor intensive,Strategic Clarity – We need a professional roadmap to align AI initiatives with our core business objectives.,"Improving customer service efficiency, Personalizing customer experiences",Exploratory – We monitor trends and have initiated pilot projects to address specific needs.,Operations & Supply Chain,Yes,IT / Technology Management
1197,Nexus Group,Finance,www.nexus-group.de,251-500,Düsseldorf,2. The Curious Experimenter,Rare mention in meetings,Rough ideas shared,Case-by-case funding,Market Leader,Skeptical / Passive,Isolated Proficiency - AI knowledge is siloed within a few individuals; significant skill gaps across most departments currently hinder broader adoption.,Irregular workshops,Failure is tolerated,Sales and transaction data,"ERP System, Cloud platforms (AWS, Azure, Google Cloud)",Basic digital records,Basic tool awareness,"Reactive Assessment – We perform basic checks only after a project has started, often leading to delays or ""stuck"" projects when data or legal issues unexpectedly emerge.",Theory / Brainstorm,Strict Financial ROI,"Some AI use cases touch core processes, but they are not focused on the most critical constraints.",Rough checklists,"Individual Initiative – Project delivery depends on the effort of specific individuals; while some projects succeed, we lack a repeatable ""playbook"" for the whole team.",7 - 12 Months,Case-by-case choice,In progress / Draft,Minimal compliance,Vague / individual assignments,Unknown,Modernized On-Prem,"Pre-built AI tools or platforms (e.g., analytics, chatbots, automation tools), Custom AI or machine learning development tools, Cloud-based AI services (e.g., managed AI/ML platforms)",Labor intensive,Resource Optimization – We want to identify where AI can reduce costs or automate repetitive manual tasks.,Streamlining document processing,Exploratory – We monitor trends and have initiated pilot projects to address specific needs.,"Data Science / Analytics Specialists, IT / Technology Department",No,"External Consultant / Advisor, Executive / C-level, Data / AI Specialist"
1392,Skyline SME,Hospitality,www.skyline-sme.de,51-250,Cologne,3. The Structured Builder,Rare mention in meetings,High-level draft exists,Ad-hoc project funds,Fast Follower,Neutral / Cautious,"Foundational Competency - Core team members possess foundational AI skills, and structured upskilling programs are underway to prepare the broader workforce.",Occasional webinars,Fail-fast encouraged,"Customer interactions (emails, chats, calls), Financial and operational metrics","None of the above (Exclusive option), CRM systems (Salesforce, HubSpot, etc.), ERP System",High-quality/Auto-sync,Comfortable with KPIs,"Structured Validation – We use a clear ""Go/No-Go"" process for every use case that validates data readiness, process alignment, and regulatory compliance before any budget is released.",1-2 Active Pilots,Defined KPI tracking,"AI is applied to known bottlenecks in the core business, with mixed or unproven impact.",Partially documented,"Basic Standardization – We use a consistent workflow (e.g., simple task tracking or weekly sprints) that allows us to manage AI projects with predictable timelines.",3 - 6 Months,Case-by-case choice,Implemented policy,Basic GDPR active,Vague / individual assignments,Minimal,Cloud-first approach,"No AI development tools are currently available (Exclusive option), Custom AI or machine learning development tools",Standard IT process,Strategic Clarity – We need a professional roadmap to align AI initiatives with our core business objectives.,"Improving customer service efficiency, Better data analysis and insights, Enhancing search/recommendation capabilities",Reactive – We acknowledge the trend but only respond to external pressures on an ad-hoc basis.,No Clear Internal Driver,Sometimes,"Business Analyst / Strategy / Innovation role, Executive / C-level"
909,Blue Harbor Digital,Retail,www.blue-harbor-digital.de,51-250,Düsseldorf,3. The Structured Builder,Occasional discussion,High-level draft exists,No budget available,Proactive innovator,Neutral / Cautious,"Foundational Competency - Core team members possess foundational AI skills, and structured upskilling programs are underway to prepare the broader workforce.",Irregular workshops,Failure is tolerated,"Product data, Customer feedback and reviews","API integrations between systems, CRM systems (Salesforce, HubSpot, etc.), Internal (on-premise) servers",Partially cleaned,Comfortable with KPIs,"Structured Validation – We use a clear ""Go/No-Go"" process for every use case that validates data readiness, process alignment, and regulatory compliance before any budget is released.",1-2 Active Pilots,Qualitative impact,AI systematically targets high-impact bottlenecks in core business operations and delivers measurable improvements.,Partially documented,"Individual Initiative – Project delivery depends on the effort of specific individuals; while some projects succeed, we lack a repeatable ""playbook"" for the whole team.",3 - 6 Months,No plan,Implemented policy,Privacy-by-design,Shared responsibility,Minimal,Hybrid Cloud setup,"Custom AI or machine learning development tools, Not sure",Standard IT process,Readiness Check – We aim to evaluate our technical infrastructure and workforce skills for upcoming scaling.,"Enhancing search/recommendation capabilities, Automating repetitive tasks",Reactive – We acknowledge the trend but only respond to external pressures on an ad-hoc basis.,"Operations & Supply Chain, Individual Employees / Early Adopters",No,External Consultant / Advisor
1192,Peak Logistics,Healthcare,www.peak-logistics.de,500+,Munich,3. The Structured Builder,Rare mention in meetings,High-level draft exists,Ad-hoc project funds,Fast Follower,Neutral / Cautious,"Foundational Competency - Core team members possess foundational AI skills, and structured upskilling programs are underway to prepare the broader workforce.",Planned curriculums,Failure is tolerated,"Customer interactions (emails, chats, calls)","Internal (on-premise) servers, API integrations between systems",High-quality/Auto-sync,Analytical mindsets,"Basic Due Diligence – We have an informal ""Pre-Check"" for major projects where we verify if the necessary data exists and if there are obvious legal hurdles.",1-2 Active Pilots,Qualitative impact,"AI is applied to known bottlenecks in the core business, with mixed or unproven impact.",Partially documented,"Basic Standardization – We use a consistent workflow (e.g., simple task tracking or weekly sprints) that allows us to manage AI projects with predictable timelines.",1 - 2 Months,Theoretical idea,Implemented policy,Basic GDPR active,Dedicated AI Officer,Medium,Hybrid Cloud setup,"Pre-built AI tools or platforms (e.g., analytics, chatbots, automation tools)",Standard IT process,Readiness Check – We aim to evaluate our technical infrastructure and workforce skills for upcoming scaling.,Personalizing customer experiences,Innovative – We leverage AI to redefine our business model and set industry standards.,"Individual Employees / Early Adopters, Operations & Supply Chain, Executive Leadership / Board",Sometimes,"Product / Process Owner, Operational Staff / Domain Expert"
1189,Alpha Logistics,Finance,www.alpha-logistics.de,1-50,Cologne,3. The Structured Builder,Occasional discussion,Formalized document,Ad-hoc project funds,Fast Follower,Neutral / Cautious,"Foundational Competency - Core team members possess foundational AI skills, and structured upskilling programs are underway to prepare the broader workforce.",Occasional webinars,Failure is tolerated,Financial and operational metrics,"Internal (on-premise) servers, None of the above (Exclusive option)",Partially cleaned,Analytical mindsets,"Structured Validation – We use a clear ""Go/No-Go"" process for every use case that validates data readiness, process alignment, and regulatory compliance before any budget is released.",AI embedded in product,Qualitative impact,"Some AI use cases touch core processes, but they are not focused on the most critical constraints.",Partially documented,Undefined / Ad-hoc – We do not have a set process for AI projects; tasks are handled as they arise without formal planning or clear ownership.,3 - 6 Months,Theoretical idea,Implemented policy,Minimal compliance,Shared responsibility,Minimal,Hybrid Cloud setup,"Pre-built AI tools or platforms (e.g., analytics, chatbots, automation tools)",Standard IT process,Strategic Clarity – We need a professional roadmap to align AI initiatives with our core business objectives.,"Enhancing search/recommendation capabilities, Better data analysis and insights",Reactive – We acknowledge the trend but only respond to external pressures on an ad-hoc basis.,"No Clear Internal Driver, Operations & Supply Chain",No,"Senior Management, Product / Process Owner"
1345,Skyline AG,Hospitality,www.skyline-ag.de,251-500,Düsseldorf,3. The Structured Builder,Regular agenda item,High-level draft exists,Case-by-case funding,Fast Follower,Neutral / Cautious,"Strategic Expert Leadership - AI expertise is a core competency company-wide; internal specialists lead R&D, mentor staff, and drive industry-leading innovation.",Irregular workshops,Failure is tolerated,"Employee/HR data, Financial and operational metrics","E-commerce platforms (Shopify, WooCommerce, etc.)",Partially cleaned,Comfortable with KPIs,"Basic Due Diligence – We have an informal ""Pre-Check"" for major projects where we verify if the necessary data exists and if there are obvious legal hurdles.",1-2 Active Pilots,Qualitative impact,"Some AI use cases touch core processes, but they are not focused on the most critical constraints.",Partially documented,"Individual Initiative – Project delivery depends on the effort of specific individuals; while some projects succeed, we lack a repeatable ""playbook"" for the whole team.",3 - 6 Months,Automated deployment,Implemented policy,Privacy-by-design,Shared responsibility,Medium,Hybrid Cloud setup,"A combination of pre-built and custom AI tools, Not sure, Pre-built AI tools or platforms (e.g., analytics, chatbots, automation tools)",Standard IT process,Readiness Check – We aim to evaluate our technical infrastructure and workforce skills for upcoming scaling.,"Streamlining document processing, Enhancing search/recommendation capabilities, Automating repetitive tasks",Exploratory – We monitor trends and have initiated pilot projects to address specific needs.,"Individual Employees / Early Adopters, IT / Technology Department, Digital Transformation / Innovation Team",Yes,"Executive / C-level, Data / AI Specialist, Project / Program Manager"
201,Blue Harbor Logistics,Finance,www.blue-harbor-logistics.de,51-250,Cologne,3. The Structured Builder,Occasional discussion,High-level draft exists,Ad-hoc project funds,Fast Follower,Neutral / Cautious,"Advanced Operational Capability - Advanced AI practitioners are integrated into multiple roles, supported by continuous training that keeps pace with industry trends.",Irregular workshops,Blame culture,Website/app usage analytics,"CRM systems (Salesforce, HubSpot, etc.), ERP System, Business intelligence tools (Tableau, Power BI, etc.)",Basic digital records,Comfortable with KPIs,"Basic Due Diligence – We have an informal ""Pre-Check"" for major projects where we verify if the necessary data exists and if there are obvious legal hurdles.",Not started,Qualitative impact,"Some AI use cases touch core processes, but they are not focused on the most critical constraints.",Partially documented,"Basic Standardization – We use a consistent workflow (e.g., simple task tracking or weekly sprints) that allows us to manage AI projects with predictable timelines.",3 - 6 Months,Case-by-case choice,Implemented policy,Basic GDPR active,Vague / individual assignments,Minimal,Modernized On-Prem,"Custom AI or machine learning development tools, No AI development tools are currently available (Exclusive option), Not sure",Standard IT process,Strategic Clarity – We need a professional roadmap to align AI initiatives with our core business objectives.,Enhancing search/recommendation capabilities,Exploratory – We monitor trends and have initiated pilot projects to address specific needs.,"Operations & Supply Chain, Sales & Marketing",Yes,"Operational Staff / Domain Expert, Senior Management, Project / Program Manager"
673,Iron Logistics,Healthcare,www.iron-logistics.de,500+,Frankfurt,3. The Structured Builder,Occasional discussion,Formalized document,Case-by-case funding,Avoidance / Refusal,Skeptical / Passive,Isolated Proficiency - AI knowledge is siloed within a few individuals; significant skill gaps across most departments currently hinder broader adoption.,Irregular workshops,Failure is punished,"Customer feedback and reviews, Product data, Website/app usage analytics",ERP System,Partially cleaned,Comfortable with KPIs,"Structured Validation – We use a clear ""Go/No-Go"" process for every use case that validates data readiness, process alignment, and regulatory compliance before any budget is released.",1-2 Active Pilots,Defined KPI tracking,"AI is applied to known bottlenecks in the core business, with mixed or unproven impact.",Partially documented,"Targeted & Results-Oriented – We use a process specifically adapted for AI (e.g., early prototyping and data-readiness checks), ensuring we don't waste resources on unfeasible ideas.",< 4 Weeks,Case-by-case choice,Implemented policy,Privacy-by-design,Clear Dept. lead,Defined by Partners,Cloud-first approach,"No AI development tools are currently available (Exclusive option), Not sure",Standard IT process,Strategic Clarity – We need a professional roadmap to align AI initiatives with our core business objectives.,Improving customer service efficiency,Exploratory – We monitor trends and have initiated pilot projects to address specific needs.,"Digital Transformation / Innovation Team, External Partners / Consultants, Operations & Supply Chain",Sometimes,Product / Process Owner
1288,Iron Group,Manufacturing,www.iron-group.de,1-50,Munich,3. The Structured Builder,Occasional discussion,Approved & detailed,Ad-hoc project funds,Fast Follower,Neutral / Cautious,"Foundational Competency - Core team members possess foundational AI skills, and structured upskilling programs are underway to prepare the broader workforce.",Irregular workshops,Failure is tolerated,"Financial and operational metrics, Website/app usage analytics, Customer feedback and reviews","Cloud platforms (AWS, Azure, Google Cloud), None of the above (Exclusive option)",Standardized formats,Analytical mindsets,"Basic Due Diligence – We have an informal ""Pre-Check"" for major projects where we verify if the necessary data exists and if there are obvious legal hurdles.",1-2 Active Pilots,Qualitative impact,AI systematically targets high-impact bottlenecks in core business operations and delivers measurable improvements.,Partially documented,"Targeted & Results-Oriented – We use a process specifically adapted for AI (e.g., early prototyping and data-readiness checks), ensuring we don't waste resources on unfeasible ideas.",3 - 6 Months,Case-by-case choice,Implemented policy,Minimal compliance,Shared responsibility,Minimal,Hybrid Cloud setup,"A combination of pre-built and custom AI tools, No AI development tools are currently available (Exclusive option)",Labor intensive,Resource Optimization – We want to identify where AI can reduce costs or automate repetitive manual tasks.,"Automating repetitive tasks, Better data analysis and insights",No Impact – We have not assessed AI trends and have no documented strategy regarding them.,"Executive Leadership / Board, No Clear Internal Driver, Individual Employees / Early Adopters",Sometimes,External Consultant / Advisor
775,Blue Harbor Logistics,Finance,www.blue-harbor-logistics.de,251-500,Munich,3. The Structured Builder,Rare mention in meetings,Formalized document,No budget available,Fast Follower,Neutral / Cautious,Isolated Proficiency - AI knowledge is siloed within a few individuals; significant skill gaps across most departments currently hinder broader adoption.,Irregular workshops,Learning from errors,"Financial and operational metrics, Customer feedback and reviews, Sales and transaction data","None of the above (Exclusive option), API integrations between systems, Internal (on-premise) servers",Partially cleaned,Analytical mindsets,"Basic Due Diligence – We have an informal ""Pre-Check"" for major projects where we verify if the necessary data exists and if there are obvious legal hurdles.",1-2 Active Pilots,Qualitative impact,"Some AI use cases touch core processes, but they are not focused on the most critical constraints.",Partially documented,"High-Velocity Delivery – Our implementation engine is highly efficient; we can rapidly move from a ""Proof of Concept"" to a live tool with minimal friction and clear ROI tracking.",3 - 6 Months,Case-by-case choice,Implemented policy,Basic GDPR active,Vague / individual assignments,Medium,Modernized On-Prem,"Custom AI or machine learning development tools, Pre-built AI tools or platforms (e.g., analytics, chatbots, automation tools)",Modular & easy,Strategic Clarity – We need a professional roadmap to align AI initiatives with our core business objectives.,"Enhancing search/recommendation capabilities, Personalizing customer experiences, Other",Reactive – We acknowledge the trend but only respond to external pressures on an ad-hoc basis.,"Executive Leadership / Board, IT / Technology Department",Sometimes,Data / AI Specialist
99,Quantum Group,Healthcare,www.quantum-group.de,1-50,Munich,3. The Structured Builder,Occasional discussion,High-level draft exists,Ad-hoc project funds,Fast Follower,Neutral / Cautious,"Advanced Operational Capability - Advanced AI practitioners are integrated into multiple roles, supported by continuous training that keeps pace with industry trends.",Irregular workshops,Failure is tolerated,"Limited data collection (Exclusive option), Product data",None of the above (Exclusive option),Basic digital records,Comfortable with KPIs,"Structured Validation – We use a clear ""Go/No-Go"" process for every use case that validates data readiness, process alignment, and regulatory compliance before any budget is released.",1-2 Active Pilots,Cost tracking only,"AI is applied to known bottlenecks in the core business, with mixed or unproven impact.",Partially documented,"Basic Standardization – We use a consistent workflow (e.g., simple task tracking or weekly sprints) that allows us to manage AI projects with predictable timelines.",7 - 12 Months,Case-by-case choice,Implemented policy,Basic GDPR active,Clear Dept. lead,Defined by Partners,Hybrid Cloud setup,"A combination of pre-built and custom AI tools, Pre-built AI tools or platforms (e.g., analytics, chatbots, automation tools), Not sure",Standard IT process,Strategic Clarity – We need a professional roadmap to align AI initiatives with our core business objectives.,"Better data analysis and insights, Enhancing search/recommendation capabilities",Strategic – AI is a key planning driver with a formal roadmap for systematic integration.,No Clear Internal Driver,Sometimes,"Data / AI Specialist, External Consultant / Advisor"
911,Quantum GmbH,Retail,www.quantum-gmbh.de,1-50,Cologne,3. The Structured Builder,Occasional discussion,High-level draft exists,Ad-hoc project funds,Fast Follower,Neutral / Cautious,"Advanced Operational Capability - Advanced AI practitioners are integrated into multiple roles, supported by continuous training that keeps pace with industry trends.",Irregular workshops,Failure is tolerated,"Employee/HR data, Sales and transaction data, Financial and operational metrics","Internal (on-premise) servers, API integrations between systems",Basic digital records,Comfortable with KPIs,"Basic Due Diligence – We have an informal ""Pre-Check"" for major projects where we verify if the necessary data exists and if there are obvious legal hurdles.",1-2 Active Pilots,Qualitative impact,"AI is applied to known bottlenecks in the core business, with mixed or unproven impact.",Rough checklists,"Basic Standardization – We use a consistent workflow (e.g., simple task tracking or weekly sprints) that allows us to manage AI projects with predictable timelines.",3 - 6 Months,Defined scaling path,Implemented policy,Basic GDPR active,Shared responsibility,Unknown,Hybrid Cloud setup,"Pre-built AI tools or platforms (e.g., analytics, chatbots, automation tools), Custom AI or machine learning development tools, No AI development tools are currently available (Exclusive option)",Standard IT process,Strategic Clarity – We need a professional roadmap to align AI initiatives with our core business objectives.,Enhancing search/recommendation capabilities,Exploratory – We monitor trends and have initiated pilot projects to address specific needs.,"Operations & Supply Chain, Data Science / Analytics Specialists, No Clear Internal Driver",Sometimes,"Data / AI Specialist, Project / Program Manager, Business Analyst / Strategy / Innovation role"
465,Iron GmbH,Logistics,www.iron-gmbh.de,500+,Stuttgart,3. The Structured Builder,Rare mention in meetings,High-level draft exists,Ad-hoc project funds,Fast Follower,Skeptical / Passive,Isolated Proficiency - AI knowledge is siloed within a few individuals; significant skill gaps across most departments currently hinder broader adoption.,Occasional webinars,Learning from errors,"Financial and operational metrics, Limited data collection (Exclusive option)","API integrations between systems, Internal (on-premise) servers, CRM systems (Salesforce, HubSpot, etc.)",Standardized formats,Comfortable with KPIs,"Basic Due Diligence – We have an informal ""Pre-Check"" for major projects where we verify if the necessary data exists and if there are obvious legal hurdles.",Theory / Brainstorm,Defined KPI tracking,"Some AI use cases touch core processes, but they are not focused on the most critical constraints.",Partially documented,"Targeted & Results-Oriented – We use a process specifically adapted for AI (e.g., early prototyping and data-readiness checks), ensuring we don't waste resources on unfeasible ideas.",3 - 6 Months,Theoretical idea,Implemented policy,Basic GDPR active,Vague / individual assignments,Minimal,Cloud-first approach,No AI development tools are currently available (Exclusive option),Labor intensive,Resource Optimization – We want to identify where AI can reduce costs or automate repetitive manual tasks.,"Enhancing search/recommendation capabilities, Better data analysis and insights",No Impact – We have not assessed AI trends and have no documented strategy regarding them.,Sales & Marketing,Yes,Data / AI Specialist
46,Peak Logistics,Logistics,www.peak-logistics.de,500+,Stuttgart,3. The Structured Builder,Rare mention in meetings,High-level draft exists,Case-by-case funding,Fast Follower,Neutral / Cautious,"Advanced Operational Capability - Advanced AI practitioners are integrated into multiple roles, supported by continuous training that keeps pace with industry trends.",Occasional webinars,Failure is tolerated,"Sales and transaction data, Financial and operational metrics","API integrations between systems, E-commerce platforms (Shopify, WooCommerce, etc.)",Standardized formats,Struggling / No skill,"Structured Validation – We use a clear ""Go/No-Go"" process for every use case that validates data readiness, process alignment, and regulatory compliance before any budget is released.",1-2 Active Pilots,Qualitative impact,"AI is applied to known bottlenecks in the core business, with mixed or unproven impact.",Partially documented,"Basic Standardization – We use a consistent workflow (e.g., simple task tracking or weekly sprints) that allows us to manage AI projects with predictable timelines.",3 - 6 Months,Defined scaling path,In progress / Draft,Basic GDPR active,Vague / individual assignments,Defined by Partners,Hybrid Cloud setup,"Not sure, Pre-built AI tools or platforms (e.g., analytics, chatbots, automation tools), A combination of pre-built and custom AI tools",Standard IT process,Strategic Clarity – We need a professional roadmap to align AI initiatives with our core business objectives.,"Reducing operational costs, Enhancing search/recommendation capabilities",Exploratory – We monitor trends and have initiated pilot projects to address specific needs.,"IT / Technology Department, Executive Leadership / Board, Data Science / Analytics Specialists",No,"Project / Program Manager, Executive / C-level"
278,Blue Harbor Digital,Hospitality,www.blue-harbor-digital.de,51-250,Düsseldorf,3. The Structured Builder,Regular agenda item,Approved & detailed,Dedicated Dept. budget,Late adopter,Neutral / Cautious,"Foundational Competency - Core team members possess foundational AI skills, and structured upskilling programs are underway to prepare the broader workforce.",Irregular workshops,Blame culture,"Product data, Employee/HR data",API integrations between systems,Partially cleaned,Comfortable with KPIs,"Basic Due Diligence – We have an informal ""Pre-Check"" for major projects where we verify if the necessary data exists and if there are obvious legal hurdles.",1-2 Active Pilots,Cost tracking only,"AI is applied to known bottlenecks in the core business, with mixed or unproven impact.",Partially documented,"Targeted & Results-Oriented – We use a process specifically adapted for AI (e.g., early prototyping and data-readiness checks), ensuring we don't waste resources on unfeasible ideas.",7 - 12 Months,No plan,In progress / Draft,Privacy-by-design,Shared responsibility,Minimal,Modernized On-Prem,A combination of pre-built and custom AI tools,Standard IT process,Resource Optimization – We want to identify where AI can reduce costs or automate repetitive manual tasks.,"Reducing operational costs, Automating repetitive tasks",Strategic – AI is a key planning driver with a formal roadmap for systematic integration.,"Data Science / Analytics Specialists, IT / Technology Department, Executive Leadership / Board",Sometimes,"External Consultant / Advisor, Executive / C-level, Business Analyst / Strategy / Innovation role"
